AnalyticsID,CustomerID,Session ID,User ID,Client ID,IP Address,Cookie ID,Campaign ID,Channel ID,Source,Channel Name,Pages Visited URL,Date,Device ID,Browser,Platform,Session Duration,Bounce Rate,Conversion Rate,Referrer URL,Exit Page URL,Geographic Location,Language,Engagement Score,Page Load Time,Device Type,Visitor Type,last updated date,created date
BB14AA1B1956,OLA3NXW5FVEL,9B260929BBD4,BAC72DD854FA,A7491962240B,118.243.255.115,0685ebabb46c7b776a77fdf1b84415fc,B563767FDD8F,112,porter.org,Paid Other,https://cervantes.com/,33:13.6,A68A1877ECC2,Opera/8.79.(Windows 98; fy-DE) Presto/2.9.188 Version/12.00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8 rv:3.0; ak-GH) AppleWebKit/535.25.2 (KHTML, like Gecko) Version/4.0.4 Safari/535.25.2",31:17:51,72.03%,17.77%,http://weaver.biz/,http://brown.biz/,"South Nathan, Georgia, USA",French,12,4.62 seconds,Mobile,New Visitor,17:56.7,35:00.9
A620B7C46134,ALT7DCD7LSYR,C33BF0B4BDEA,202F268024A6,2C42AFB206EC,103.159.108.255,566094c8026fc3bc7bbe8789ce491454,A0A9A5E926DA,109,lee.com,Organic Shopping,http://robertson-garcia.net/,40:16.3,D632E6049201,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_2 rv:4.0; nl-AW) AppleWebKit/533.41.5 (KHTML, like Gecko) Version/5.0.3 Safari/533.41.5",Mozilla/5.0 (Android 2.0; Mobile; rv:22.0) Gecko/22.0 Firefox/22.0,34:55:05,33.52%,2.62%,https://www.smith.net/,http://www.aguirre.org/,"Lake Stephanie, North Carolina, USA",French,99,2.60 seconds,Mobile,New Visitor,42:59.7,39:19.9
4F74505D0FFD,ZGD7ATP7IHRB,0EF0F7D2BC79,606A42E89E96,F322F400ECAC,16.110.37.247,8eef6124482c4b565e35594fe2a24afa,A0FB2AE5EAC6,113,payne.org,Paid Search,https://simmons-herrera.com/,11:52.9,ED410A294259,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1),Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),25:27:53,76.75%,32.25%,https://fernandez.com/,https://summers.org/,"Wilsonview, Maine, USA",English,97,4.22 seconds,Desktop,Returning Visitor,01:06.9,13:37.7
7312D2649E14,ENB0NUI4LZYA,221FED3FF2DF,BF34D883A52D,FE1D75B9E0A5,26.119.6.204,5e1de5b7afa8c64c1ce2ffeb1fb3f0a2,9BD3671B163F,104,palmer-keller.org,Direct,https://www.brady.com/,37:48.2,4EDD562390C4,"Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/27.0.891.0 Safari/534.2",Opera/9.27.(Windows NT 5.01; quz-PE) Presto/2.9.182 Version/12.00,13:03:54,26.28%,77.21%,http://www.villegas.com/,https://espinoza-evans.com/,"Port Cassidy, Louisiana, USA",Spanish,47,1.19 seconds,Mobile,New Visitor,18:43.1,28:51.1
D2E92DC00787,DNJ7VVG6VJAX,5924F2B91DBC,3815D8D6960F,25F8D7927E59,22.98.11.91,419bbca4e78dd45c450fad6414ea0e67,EFAC00F53588,109,kennedy.com,Organic Shopping,https://kramer.com/,29:18.3,C370ED7A0727,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.12.4 (KHTML, like Gecko) Version/4.0.5 Safari/535.12.4",Opera/8.18.(X11; Linux x86_64; wo-SN) Presto/2.9.185 Version/11.00,50:42:20,71.66%,98.91%,https://sullivan.com/,http://www.cox-smith.com/,"Campbellmouth, Minnesota, USA",English,79,4.40 seconds,Tablet,New Visitor,43:37.5,49:55.5
4064B0B0DA56,ITB2BHQ3KKBL,146543CA609B,AC80A8421143,AFD37D0D04CF,140.137.188.12,e7e27de026a33d1b85ffd0db7800ff60,A7377D7FDFC9,115,rodriguez.biz,Paid Social,https://www.williamson.com/,20:04.6,CDB0111AFEAD,Opera/9.67.(X11; Linux i686; ga-IE) Presto/2.9.161 Version/11.00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/33.0.806.0 Safari/536.2",25:04:31,85.95%,81.37%,http://ramos.com/,https://www.cooper.com/,"Kellyside, Wisconsin, USA",English,45,2.38 seconds,Mobile,New Visitor,45:06.2,40:30.7
70C9B7B44DC9,PKB5SBD3AKHF,1C72DD5F33BE,EBF5D1B53CE3,324036268DC2,53.106.139.51,daa45563b8cd002837e8bd351d6e4717,C82B16D6489D,105,miller.com,Display,http://robinson.com/,27:58.3,29272DD0D4FB,Opera/9.34.(Windows NT 5.1; as-IN) Presto/2.9.162 Version/10.00,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.0),35:03:02,81.96%,12.52%,http://www.campos.com/,http://www.graham-white.info/,"Kristenville, Idaho, USA",English,38,4.40 seconds,Mobile,New Visitor,12:43.3,27:36.3
9C5047718A0E,IMY0PAD4KESC,56BD41EF9389,5A6D07F58FE8,9C162AAAE892,216.57.120.159,8adec6822b014fdaff72d2390cbbce51,D48F54776F2E,101,hansen-alexander.com,Affiliates,http://www.bass.com/,39:12.1,8ED6599E8481,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.1),Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),25:45:41,20.70%,18.66%,https://www.cross-fox.org/,https://weeks.com/,"Keithbury, Maryland, USA",Spanish,60,3.07 seconds,Tablet,Returning Visitor,51:36.8,07:05.3
2F11731E066B,UIE5JAY2AXAE,2B66BB900723,6AD3D5C0400F,FC67AF39BA87,27.46.71.175,bf5f0734a41435d7447c93ac4356f4b1,19C3D43B9A45,106,king-mcdaniel.biz,Email,http://smith.com/,08:03.4,0F40913DE2BA,Opera/9.88.(Windows NT 5.01; ta-LK) Presto/2.9.170 Version/12.00,Mozilla/5.0 (Android 1.1; Mobile; rv:34.0) Gecko/34.0 Firefox/34.0,07:12:56,77.08%,63.40%,https://mathews-calderon.com/,https://www.nash.com/,"Connorburgh, Oklahoma, USA",French,49,2.81 seconds,Desktop,Returning Visitor,57:28.7,22:13.8
ADDC1E04C3C0,LXY0ZNW0TDBH,A39EE5002A61,39D2DEFC4E8E,1C29E3893C8E,172.191.110.88,f07314a96dd3e4df5246eb510dc83327,628AE19500DF,115,welch-whitehead.com,Paid Social,https://www.waters-herman.com/,56:25.6,29822528AC4D,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5; rv:1.9.2.20) Gecko/2443-04-10 03:43:50.185322 Firefox/5.0,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_0 rv:5.0; yi-US) AppleWebKit/532.32.5 (KHTML, like Gecko) Version/4.0.3 Safari/532.32.5",41:16:58,30.98%,41.84%,https://www.tran.org/,http://www.johnson-trujillo.biz/,"Dawnberg, Connecticut, USA",English,43,3.94 seconds,Desktop,Returning Visitor,25:18.3,00:29.0
6C89D83C9C0D,TGQ2IIA9CNRT,43CFA82CFD94,F3109C60086B,C1CD72CD5428,60.37.216.57,ae9aa5be9057792fedaab2f0d80dad3d,B6521797989E,110,burton-davenport.com,Organic Social,https://www.bryant.com/,58:07.3,A316B6BC91A7,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.32.2 (KHTML, like Gecko) Version/4.0.2 Safari/532.32.2","Mozilla/5.0 (iPad; CPU iPad OS 17_4 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/51.0.869.0 Mobile/47V095 Safari/532.1",37:10:14,96.83%,98.59%,http://cabrera-pugh.biz/,http://richardson.org/,"Joshualand, Delaware, USA",English,22,0.37 seconds,Tablet,New Visitor,10:46.1,23:39.9
E460097BA9A7,GIA6PIT7FFWX,D9099CD99982,7A3253566115,C502A7D1FE41,56.96.247.158,ab0bd32865154e405ce44bf4a33f3d7c,B1C4EE30848D,117,gonzalez.com,Referral,http://www.medina.com/,01:00.8,6BF4FA29D4E4,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/22.0.877.0 Safari/532.2",Mozilla/5.0 (Windows NT 5.1; sv-FI; rv:1.9.1.20) Gecko/4025-07-01 19:48:35.794922 Firefox/3.6.11,09:10:32,47.43%,87.30%,https://www.jones.net/,http://kramer-fitzgerald.com/,"North Ronald, Rhode Island, USA",Spanish,78,4.65 seconds,Mobile,Returning Visitor,30:18.3,14:34.4
7FCF2858DF8F,DKR8SCT3SMVY,5F22C420206E,FB03C3429630,75AFEAAA5B96,149.173.117.166,9cea7dbc66b439ba7f8ab2b2b8e15a22,0AE92A9DB7C8,108,kerr.com,Organic Search,https://wilson-andrews.com/,16:12.6,82F7B937C4C7,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; csb-PL) AppleWebKit/534.24.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.24.7",Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_8; rv:1.9.2.20) Gecko/6596-06-09 08:25:23.138123 Firefox/3.6.4,42:17:46,42.58%,10.26%,http://www.doyle-ross.info/,http://riggs.com/,"Lake Rodney, Oklahoma, USA",Spanish,64,3.29 seconds,Mobile,New Visitor,41:02.2,09:39.6
865B3F9E0905,NFW7OWR3MRST,6A3EBB9B791E,8003656B0660,27FFE0F0EC94,79.249.143.35,f8d571fab09fe27471a988b8b64b413a,AC324A9CC5C7,110,wallace.com,Organic Social,http://www.logan-martinez.biz/,35:30.5,2CA9551A4FF8,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.1),"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8 rv:5.0; ha-NG) AppleWebKit/531.10.4 (KHTML, like Gecko) Version/4.0.5 Safari/531.10.4",59:59:46,64.07%,94.51%,http://www.norris-mejia.org/,http://glover.net/,"South Sharon, Tennessee, USA",English,90,4.47 seconds,Tablet,New Visitor,02:51.1,53:44.7
A622B54A6FD0,SNF5AIZ2YJGK,DEF91A092051,C3EDB66DEBCB,F5011F850D2B,115.116.85.110,b9649263d3021de4a1e822454e103065,4BED70A61A17,101,short.org,Affiliates,http://www.rice-sanchez.com/,54:28.8,8DF161DD38C0,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/4742-11-19 11:58:08.550125 Firefox/3.8,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/17.0.847.0 Safari/532.2",03:30:25,40.79%,28.79%,http://www.price.com/,https://moore-wallace.com/,"South Bryanchester, Arkansas, USA",French,16,4.55 seconds,Mobile,Returning Visitor,07:54.2,13:06.0
10C16B0712EC,BON4MMQ4XKNW,5DFB61496444,1FEF7CD2BB14,17D2B57BCB14,144.113.139.68,ebba246d4885f3e7a7a702c4e672f562,45C7BC32F202,118,lang-ramirez.info,SMS,https://www.huffman.com/,21:05.1,CAD95B86EC6D,Mozilla/5.0 (Android 2.3.2; Mobile; rv:42.0) Gecko/42.0 Firefox/42.0,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.39.4 (KHTML, like Gecko) Version/5.1 Safari/531.39.4",17:29:58,9.64%,75.78%,http://green.info/,http://griffith.com/,"East Calvinmouth, Hawaii, USA",Spanish,34,1.97 seconds,Mobile,New Visitor,48:57.3,12:07.7
02E88DA69762,XTR9IPP6RFGQ,8AFC61978489,B250AE2FABA1,0E7DBEB89E0D,177.218.132.36,04cd06e482302bbdae3d8e04e30067ae,F7A2F6A38A09,110,long-roth.org,Organic Social,https://www.miller.com/,56:16.2,E5E1144BD188,Opera/9.60.(Windows NT 6.1; cy-GB) Presto/2.9.176 Version/11.00,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/39.0.853.0 Mobile/80M707 Safari/534.2",32:02:01,66.30%,26.53%,http://www.johnson.com/,http://medina-clark.com/,"Veronicamouth, Illinois, USA",Spanish,36,0.38 seconds,Tablet,New Visitor,48:28.1,25:35.4
74E53BB0F277,UMT7MMI0PHGS,4D094D4C9396,176DC6E830E0,2B7EC13124D3,109.234.176.156,d1d62f0160ca24e06881681aa5b34164,FEDD57F1E727,112,johnson.com,Paid Other,https://valentine.net/,39:24.4,19572A4CA94B,Opera/9.13.(X11; Linux i686; cs-CZ) Presto/2.9.162 Version/10.00,Mozilla/5.0 (Windows 98; Win 9x 4.90; tl-PH; rv:1.9.0.20) Gecko/9572-01-02 15:59:24.747345 Firefox/3.8,09:21:48,91.78%,2.15%,http://www.bush-shaw.com/,http://barnes-melton.com/,"Watsonshire, Indiana, USA",French,1,1.49 seconds,Tablet,Returning Visitor,57:36.8,24:03.5
93D8FC03852A,JPH7PMO2YTHR,087B05960505,6DAF7789347D,3FBAFE732E91,29.54.101.139,41f1aa9f777867a8d61310e3dec26a07,00EF66BA90C8,106,sanders.com,Email,https://brown.com/,48:53.5,D5A1A5357E0C,"Mozilla/5.0 (iPad; CPU iPad OS 17_3 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/13.6e6866.0 Mobile/02C448 Safari/535.1",Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),11:39:24,40.15%,37.39%,https://www.avila-robertson.com/,https://lewis.com/,"West Heather, Texas, USA",English,69,4.20 seconds,Tablet,Returning Visitor,32:44.1,22:43.6
F122EB3C9F75,PDP9TTP0ASEZ,91331FA4BC8F,C39593432429,3F3FB432D6CC,207.191.204.223,a175566f27fe64e68cc9fd82fac2d967,505DFD5A769D,115,nguyen.com,Paid Social,http://frost-cooper.com/,00:27.7,38E9DFF52FE1,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0),"Mozilla/5.0 (Windows 95) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/31.0.845.0 Safari/533.1",16:22:32,30.79%,4.99%,https://www.jennings.com/,http://www.cantrell.com/,"Lake Connor, New Jersey, USA",French,1,1.42 seconds,Tablet,New Visitor,52:15.0,12:45.7
A7BC12190232,HVS6BQI8EQYS,8381A328D04D,CB0BBE3A5D5C,1577562890AF,50.207.77.22,381d53254997073eac5a728717ed05ef,32C654D996C7,116,cox.net,Paid Video,https://www.stewart-ballard.com/,28:21.0,90C4C6CA3385,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9109-05-16 00:31:10.436646 Firefox/4.0,Mozilla/5.0 (Android 4.0; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,43:45:15,75.71%,70.52%,http://fitzgerald.info/,http://hall-martinez.info/,"Calderonborough, Missouri, USA",Spanish,48,4.62 seconds,Tablet,Returning Visitor,51:39.6,54:47.6
E87541A364A6,PZL3LWO6UOIP,40CD3978CF18,AF1B0159D0E3,14CB473EB835,218.228.221.0,2829156104a77a6e275d23bcd02f56f1,5B56231DF481,110,perez.net,Organic Social,https://russell-johnson.com/,01:57.0,53B7516A368A,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/31.0.894.0 Safari/532.0","Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/57.0.890.0 Mobile/72Z867 Safari/536.2",58:00:55,58.06%,19.75%,https://barnes-ramos.com/,http://garcia-brown.com/,"East Jason, Michigan, USA",French,47,3.34 seconds,Tablet,Returning Visitor,37:13.0,37:03.4
64E33FBE00CB,WVW6JYU6JHXO,1BDFFEA5CA8B,31E3E41A64A5,A8A4A026E79B,181.254.33.190,82233e0fa6fb2decced74690d4930cb0,0F718A5C60E3,106,patterson.com,Email,http://www.camacho-allen.com/,13:16.1,AE40DDE095C2,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.0),Opera/8.96.(Windows 98; Win 9x 4.90; ff-SN) Presto/2.9.177 Version/10.00,02:16:18,67.73%,80.29%,https://brown.com/,https://www.robinson-carpenter.com/,"North Gabriela, Missouri, USA",French,97,2.72 seconds,Mobile,Returning Visitor,48:47.2,10:30.0
FCD8FB6DF725,YBJ8NIV7CGSJ,AB83E5DDB9BF,F9A9FC4B56DF,49C958A7B258,214.249.15.85,0a28521387351d515aeb9e671fb361d1,2D3BC35DEB8F,106,schmidt.com,Email,https://miller.info/,09:18.0,1BFAFAFA4D87,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; doi-IN) AppleWebKit/531.46.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6531.46.3",Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/5.0),26:43:53,70.56%,92.63%,https://www.carter.com/,http://www.clark.com/,"Davidfurt, Indiana, USA",French,20,0.97 seconds,Desktop,Returning Visitor,51:22.9,43:46.8
00B1597C97BA,QLJ7QGN2UYCO,772691D57C16,0A9A98EBE445,7521B9D09E26,128.186.253.116,6c7f3612cda709051c9bd356384250c7,AC060EDDA06A,115,vasquez.com,Paid Social,https://williams.org/,46:32.5,40E943F00C01,Opera/8.90.(X11; Linux x86_64; lo-LA) Presto/2.9.181 Version/10.00,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ast-ES) AppleWebKit/532.14.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6532.14.4",10:39:58,71.07%,34.64%,http://www.williams-mcdonald.org/,https://duran.info/,"Humphreyport, Louisiana, USA",English,67,3.37 seconds,Tablet,New Visitor,16:16.9,21:24.7
1D4E26128832,RDX6MGF1TOPH,AB58D256E305,57A99BBE90C4,57D15999C105,92.194.66.90,1c5033466243de379dc96aa84c4f01b4,2C2D49E8D337,113,mcclain.net,Paid Search,http://www.lopez.com/,37:23.8,C17C325E36D5,Opera/9.44.(Windows NT 6.1; sd-PK) Presto/2.9.169 Version/12.00,Mozilla/5.0 (Windows 98; da-DK; rv:1.9.1.20) Gecko/9030-12-22 13:04:38.843414 Firefox/3.6.10,52:05:01,43.84%,21.91%,http://www.brown.net/,http://gonzalez.com/,"Rivasside, Minnesota, USA",Spanish,36,2.25 seconds,Mobile,New Visitor,12:44.1,35:26.4
528A09D00758,WBV2IUS5MILD,0C155E4A29A9,4DC5A03EC5A3,2F2D29DFC656,105.180.69.41,a2c0ed82ef76a88ec8100288d7127874,39C43D6C4B62,102,pacheco-reed.info,Audio,http://www.rogers-thornton.com/,25:42.6,113901EB44DD,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.1),"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ps-AF) AppleWebKit/534.33.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6534.33.4",11:55:30,98.57%,66.00%,http://dillon.com/,http://nelson.com/,"South Marvin, Nebraska, USA",English,61,0.42 seconds,Desktop,New Visitor,45:57.0,31:26.9
833654B725D9,CJM8ACO6BBLR,DB6AA86D42D5,43D28879CCD6,484F9F7C5B70,145.131.144.81,8fafb3a332b56b2640e4ef843a6c8036,3B985687C71E,112,valencia-esparza.com,Paid Other,http://www.armstrong.com/,56:51.7,D136B9281500,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.29.7 (KHTML, like Gecko) Version/5.1 Safari/535.29.7","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2 rv:6.0; st-ZA) AppleWebKit/533.15.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.15.1",58:09:25,32.03%,82.44%,https://www.baker.biz/,https://www.brown.org/,"Gonzalezport, Delaware, USA",English,48,2.98 seconds,Tablet,New Visitor,28:03.0,46:58.3
B71FF6C7EC4D,XNW4AZX1IIHH,459D996CC8CA,75CD40E77CE4,67DAE7B585EB,197.191.10.69,717192fb26726b55eee2c4001e11b36d,CFBA8D8918F7,116,reed.com,Paid Video,https://hendricks.net/,13:47.6,F4EF50920E80,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_9; rv:1.9.4.20) Gecko/4276-07-23 06:40:08.356705 Firefox/9.0,Opera/8.43.(X11; Linux i686; ckb-IQ) Presto/2.9.172 Version/12.00,41:58:24,2.70%,74.10%,http://jones.com/,http://todd-wolf.net/,"South Benjamin, North Carolina, USA",Spanish,93,3.04 seconds,Desktop,Returning Visitor,13:18.7,09:26.0
